comment,comment_clean,polarity,category
I have to say that I'm impressed.,I have to say that Im impressed,1.0,positive
Congratulations to the USA! You have what we never had! Freedom of choice! You are a lucky nation! With love from Russia,Congratulations to the USA You have what we never had Freedom of choice You are a lucky nation With love from Russia,0.41666666666666663,positive
Independence of the states of America inevitably each state has the right to independence and it's own ihte rests and independencе from washington !!!,Independence of the states of America inevitably each state has the right to independence and its own ihte rests and independencе from washington ,0.29523809523809524,positive
قصور ياقوت الجمل شيء قصور ارغوان بنفسجي,قصور ياقوت الجمل شيء قصور ارغوان بنفسجي,0.0,negative
"After been poor for seven years and suffered 😭,I finally get in touch with  hackpinky  on IG he changed my life from grass to grace..",After been poor for seven years and suffered I finally get in touch with  hackpinky  on IG he changed my life from grass to grace,-0.2,negative
"""We will lead not only by the example of our power, but by the power of our example.""

Wow.","We will lead not only by the example of our power but by the power of our example

Wow",0.05,positive
"Pam Bondi reports that RealClearPolitics have withdrawn Bidens President Elect status after placing Pennsylvania back in the undecided
column. This occurred Mon night 9-11-20 after removal of the 20 ECVs for Pennsylvania because the voter margin is now too tight to call. Gary Franchi at NNN also","Pam Bondi reports that RealClearPolitics have withdrawn Bidens President Elect status after placing Pennsylvania back in the undecided
column This occurred Mon night  after removal of the  ECVs for Pennsylvania because the voter margin is now too tight to call Gary Franchi at NNN also",0.20714285714285716,positive
This is ridiculous...,This is ridiculous,-0.3333333333333333,negative
"Where is the official electoral colleage's nominee as President Elect  ?  Every other President elect have had an official nomination from the electoral college before his speech, is there something i missed......???",Where is the official electoral colleages nominee as President Elect    Every other President elect have had an official nomination from the electoral college before his speech is there something i missed,0.4916666666666667,positive
"hey @bbc. i'd take this down before the 18th of december. on 18/12/2020 it will be the full 45 days since the election, EO13848 may be in play. i dont think you want to be involved in foreign interference, do you?",hey bbc id take this down before the th of december on  it will be the full  days since the election EO may be in play i dont think you want to be involved in foreign interference do you,0.02314814814814813,positive
Omg coherent sentences. Thank you US voters from Sweden.,Omg coherent sentences Thank you US voters from Sweden,0.5,positive
Cringe from the first second,Cringe from the first second,0.125,positive
Scam. Only media confirmed election.,Scam Only media confirmed election,0.2,positive
I don't like this but i hope the best for our country. Like his run to the stage i hope he has a fire inside to push change.,I dont like this but i hope the best for our country Like his run to the stage i hope he has a fire inside to push change,1.0,positive
"After been poor for seven years and suffered 😭,I finally get in touch with  hackpinky  on IG he changed my life from grass to grace..",After been poor for seven years and suffered I finally get in touch with  hackpinky  on IG he changed my life from grass to grace,-0.2,negative
Congratulations to you Mr. President and congratulations to the people of the United States of America from Germany! :) 🇺🇸🇩🇪,Congratulations to you Mr President and congratulations to the people of the United States of America from Germany  ,0.0,negative
"Why should we be proud in this world where we are not sure if we will wake up in the morning?  Everyone can hurt our body.  But only a group of people can hurt our feelings for those we love as much as we love life.  So some worries need to be erased, some quarrels need to be resolved, some misconceptions need to be changed.",Why should we be proud in this world where we are not sure if we will wake up in the morning  Everyone can hurt our body  But only a group of people can hurt our feelings for those we love as much as we love life  So some worries need to be erased some quarrels need to be resolved some misconceptions need to be changed,0.31,positive
So corrupted,So corrupted,0.0,negative
"BBC showing 02 face of journalism 
01.for USA 
02. For India as godi media","BBC showing  face of journalism 
for USA 
 For India as godi media",0.0,negative
"Google (youtube) ""The AP has called the Presidential race for Joe Biden"", didn't you just go to court about why you should not post things like this?  Did you not hear what Ted Cruz said?",Google youtube The AP has called the Presidential race for Joe Biden didnt you just go to court about why you should not post things like this  Did you not hear what Ted Cruz said,0.0,negative
♥️Congratulations from Berlin💙 We are all hopeful! We are united! We can breathe again! Democracy won! 🗽⚖️🕊️ Folks: 🍾🥂🎉🇺🇲🇩🇪,Congratulations from Berlin We are all hopeful We are united We can breathe again Democracy won  Folks ,0.0,negative
"he  is not the president yet, its not official",he  is not the president yet its not official,0.0,negative
wow hearing how a president sounds like is a relief for my heart,wow hearing how a president sounds like is a relief for my heart,0.1,positive
Im here to tell every one .if they start trying to take guns from americans.ther will b a cival war.,Im here to tell every one if they start trying to take guns from americansther will b a cival war,0.0,negative
Congratulations  relection!   trump!,Congratulations  relection   trump,0.0,negative
I’m Canadian but listening to his speech gives me so much hope to see changes in this pandemic. USA will see a positive difference now!,Im Canadian but listening to his speech gives me so much hope to see changes in this pandemic USA will see a positive difference now,0.21363636363636362,positive
It's going to be a fun year. Joe Bidens history hmmmmmm and am not American by the way.,Its going to be a fun year Joe Bidens history hmmmmmm and am not American by the way,0.15,positive
I’m so happy! Congratulations America. From the Netherlands. ❤️,Im so happy Congratulations America From the Netherlands ,0.8,positive
🎉❤️Greetings from India  🇮🇳,Greetings from India  ,0.0,negative
BULL,BULL,0.0,negative
Many ve better relationship between American and indians,Many ve better relationship between American and indians,0.3333333333333333,positive
He still isn't President elect!lol,He still isnt President electlol,0.0,negative
"I love that he's like, yeah I'm president but have you heard of my wife 😍😍😍",I love that hes like yeah Im president but have you heard of my wife ,0.5,positive
I've forgotten what it's like to listen to a President who speaks in complete sentences.,Ive forgotten what its like to listen to a President who speaks in complete sentences,0.1,positive
Commander in THIEF,Commander in THIEF,0.0,negative
"Not from USA, Don't know him, but His speech is What President speech should be!",Not from USA Dont know him but His speech is What President speech should be,0.0,negative
congratulations Mr. President,congratulations Mr President,0.0,negative
"This man gives me hope again

**edit: I’m Canadian lmaooooooo","This man gives me hope again

edit Im Canadian lmaooooooo",0.0,negative
Congratulations Joe Biden,Congratulations Joe Biden,0.0,negative
"And to celebrate the election victory, Joe will bomb Serbia again.",And to celebrate the election victory Joe will bomb Serbia again,0.0,negative
"The U.S. election is not a dance coin. It is facing a coup. The U.S., including the judiciary, CIA, FBI, police and mainstream media, has become like the second Chinese Communist Party. The U.S. Constitutional Manifesto collapsed, and the world is approaching...  …",The US election is not a dance coin It is facing a coup The US including the judiciary CIA FBI police and mainstream media has become like the second Chinese Communist Party The US Constitutional Manifesto collapsed and the world is approaching  ,0.0,negative
Joe Biden going to prison and Hunter,Joe Biden going to prison and Hunter,0.0,negative
Damn I'm so happy for America,Damn Im so happy for America,0.8,positive
"When Donald Trump Won
Donald Trump: I will build the biggest wall all over the Moon
When Joe Biden Won
Joe Biden: My fellow Americans we have declared war with Canada","When Donald Trump Won
Donald Trump I will build the biggest wall all over the Moon
When Joe Biden Won
Joe Biden My fellow Americans we have declared war with Canada",0.0,negative
"Joe Biden says
economy general equation
one worker produsabilty = max","Joe Biden says
economy general equation
one worker produsabilty  max",0.05000000000000002,positive
مانع اسود الا الله والله اكبر ولا حول ولا قوه الا بالله العلي القوي السر هههههههه ههههههه الرؤوف واعد يبين لك ان ايات هي اياتوعلم اول اهم,مانع اسود الا الله والله اكبر ولا حول ولا قوه الا بالله العلي القوي السر هههههههه ههههههه الرؤوف واعد يبين لك ان ايات هي اياتوعلم اول اهم,0.0,negative
I believe Biden has the start of Dementia,I believe Biden has the start of Dementia,0.0,negative
"""this is a time to heal in America""",this is a time to heal in America,0.0,negative
DOMINION VOTING MACHINES OWNED BY CCP VIA UBS BANK,DOMINION VOTING MACHINES OWNED BY CCP VIA UBS BANK,0.0,negative
radddi,radddi,0.0,negative
Isn't this a bit premature?,Isnt this a bit premature,0.0,negative
"Dear President, I really hope, for the entire world that depends on you, that you will do EVERYTHING you can to make the world a better place. We, people of the world, support you and we put our faith in your hands to make the World, a place of Peace and support",Dear President I really hope for the entire world that depends on you that you will do EVERYTHING you can to make the world a better place We people of the world support you and we put our faith in your hands to make the World a place of Peace and support,0.2333333333333333,positive
"Well done USA. Can’t wait for my next trip to your wonderful country,",Well done USA Cant wait for my next trip to your wonderful country,0.5,positive
Only president elect when he actually gets formally elected by the people. He is still ex Vice President running for the presidential office. Can’t even get this reported correctly.,Only president elect when he actually gets formally elected by the people He is still ex Vice President running for the presidential office Cant even get this reported correctly,0.26666666666666666,positive
Guy spoke for a long time and said...nothing. Be careful what you believe my American friends!,Guy spoke for a long time and saidnothing Be careful what you believe my American friends,-0.05000000000000001,negative
Joe mama,Joe mama,0.0,negative
Money cant buy u love but it can buy u a presadent,Money cant buy u love but it can buy u a presadent,0.5,positive
Congrats from Estonia! 😍 so very relieved and proud of US for finally getting free!,Congrats from Estonia  so very relieved and proud of US for finally getting free,0.35,positive
"AMERICA NEEDS THE PROMISED STIMULUS PACKAGE, NOT MORE PROCRASTINATION!",AMERICA NEEDS THE PROMISED STIMULUS PACKAGE NOT MORE PROCRASTINATION,-0.25,negative
JOE BIFRAUDEN.... bye bye,JOE BIFRAUDEN bye bye,0.0,negative
Greetings from Italy 👍 im happy that Biden is the new president ✨🇺🇸,Greetings from Italy  im happy that Biden is the new president ,0.4681818181818182,positive
fake the whole thing rigged,fake the whole thing rigged,-0.15,negative
"A four year long nightmare is over.
-From Germany","A four year long nightmare is over
From Germany",-0.05,negative
"i love kurdistan and america most in the world, long live america ✌🇺🇸❤",i love kurdistan and america most in the world long live america ,0.2715909090909091,positive
As a european it feels like our long lost buddy America has finally returned ❤️ Welcome back we missed you,As a european it feels like our long lost buddy America has finally returned  Welcome back we missed you,0.15,positive
74 million my arse, million my arse,0.0,negative
Congratulations ❤️👍 Joe and Kamla!!!!,Congratulations  Joe and Kamla,0.0,negative
I live in Scotland but im invested as if he’s ours lol,I live in Scotland but im invested as if hes ours lol,0.4681818181818182,positive
"well at least trump will be candidate for the next election. ( Plus if he win the next election, he will be president at the same time Stell Ball Run Anime comes out)",well at least trump will be candidate for the next election  Plus if he win the next election he will be president at the same time Stell Ball Run Anime comes out,0.1,positive
It seems like Joe will be making a good president for the Americans..his words are full of Power and hope,It seems like Joe will be making a good president for the Americanshis words are full of Power and hope,0.5249999999999999,positive
Joe Papa! There will be little jogging in the prison yard!🤣,Joe Papa There will be little jogging in the prison yard,-0.1875,negative
Russia president🐺🐺 fox👊👊👊🔪🔪,Russia president fox,0.0,negative
"And he wears a mask . Sounds like a REAL president to me

Edit: I said he wore a mask and now this is happening in the comments. Probably gonna have to delete this later","And he wears a mask  Sounds like a REAL president to me

Edit I said he wore a mask and now this is happening in the comments Probably gonna have to delete this later",0.1,positive
"If I were a Brazilian living in The States, I would have voted for him. God bless Biden, God bless America, God bless the world!",If I were a Brazilian living in The States I would have voted for him God bless Biden God bless America God bless the world,0.0,negative
"Great. leader. of .a great .nation . help .third. .world. countries like .Sri. .Lanka. to. safe guard. democracy. for .the ..future.  .generation,",Great leader of a great nation  help third world countries like Sri Lanka to safe guard democracy for the future  generation,0.42000000000000004,positive
Meanwhile trump dead man voting 🤣,Meanwhile trump dead man voting ,-0.2,negative
My Favorit,My Favorit,0.0,negative
What a powerful speech. That's what the US president should sound like.,What a powerful speech Thats what the US president should sound like,0.35,positive
Biden sounds to be great for all over the world🔥❣,Biden sounds to be great for all over the world,0.8,positive
fake,fake,-0.5,negative
And steals,And steals,0.0,negative
That’s what a president should be : professional,Thats what a president should be  professional,0.1,positive
"“We did it, Mr. President we won.”",We did it Mr President we won,0.0,negative
"🇫🇷☕️cirque show, ....corruption winner 👎🏻🤨",cirque show corruption winner ,0.0,negative
Demons on a STAGE,Demons on a STAGE,0.0,negative
I hope he will pick up what Obama has started!,I hope he will pick up what Obama has started,0.0,negative
Damn he is old,Damn he is old,0.1,positive
I'm supposed to go live in the US with my boyfriend in a year or two because he'll have to go back there and now I'm finally not afraid about it,Im supposed to go live in the US with my boyfriend in a year or two because hell have to go back there and now Im finally not afraid about it,0.14545454545454545,positive
He’s not the president elect yet 🙄,Hes not the president elect yet ,0.8,positive
POOR AMERICANS,POOR AMERICANS,-0.4,negative
Greetings from philippines♥️🇵🇭 congratiolation mr prisedent joe biden💪♥️,Greetings from philippines congratiolation mr prisedent joe biden,0.0,negative
"Congratulations, Biden. Free speech is of course.",Congratulations Biden Free speech is of course,0.4,positive
"Now this is what I call a REAL president, not like tr*mp over here
edit: take a chill pill, also why is my replies full of tr*mp supporter lol
edit: also I hope America becomes a better country:)","Now this is what I call a REAL president not like trmp over here
edit take a chill pill also why is my replies full of trmp supporter lol
edit also I hope America becomes a better country",0.4625,positive
"these presidents are a joke, where's the wall Trump claimed to built?? If all stopped voting they will choose themselfs",these presidents are a joke wheres the wall Trump claimed to built If all stopped voting they will choose themselfs,0.0,negative
That can't be true! Bye bye America.  BTW I am not watching America anymore! Greetings from Berlin Germany Europe!,That cant be true Bye bye America  BTW I am not watching America anymore Greetings from Berlin Germany Europe,0.35,positive
U.S. Gun Ownership? It's right and freedom.,US Gun Ownership Its right and freedom,0.2857142857142857,positive
U.S. Gun Ownership? It's right and freedom.,US Gun Ownership Its right and freedom,0.2857142857142857,positive
"""We will not lead only by the examples of our power, but also by the power of our examples.""",We will not lead only by the examples of our power but also by the power of our examples,0.0,negative
Liers,Liers,0.0,negative
You know that Trump has lowered the bar when everyone in the comments is happy that Biden talks like an actual president and not like 5 year old.,You know that Trump has lowered the bar when everyone in the comments is happy that Biden talks like an actual president and not like  year old,0.3,positive
He cant unite us .we all dont b leeve in socialiam,He cant unite us we all dont b leeve in socialiam,0.0,negative
Fake News report video,Fake News report video,-0.5,negative
"Woow, he quoted the Bible verse, i started loving him 👍",Woow he quoted the Bible verse i started loving him ,0.6,positive
estoy de acuerdo con el discurso de Biden soy de bolivia y soy pobre igual estoy de acuerdo lo que dijo Biden,estoy de acuerdo con el discurso de Biden soy de bolivia y soy pobre igual estoy de acuerdo lo que dijo Biden,0.0,negative
"When we were born, we didn’t bring anything, and we didn’t take anything with us. Only reputation and glory followed you. If evil is going back to darkness, if it’s good, it’s back to light.",When we were born we didnt bring anything and we didnt take anything with us Only reputation and glory followed you If evil is going back to darkness if its good its back to light,0.016666666666666663,positive
"If he really ends up president, you guys gonna have a slippery slope. He changed his mind more times in he's career then the π has numbers in it. Good luck guys..",If he really ends up president you guys gonna have a slippery slope He changed his mind more times in hes career then the π has numbers in it Good luck guys,0.4666666666666666,positive
Joe is a fraud,Joe is a fraud,0.0,negative
"why am i having tears of joy, i’m not even an american",why am i having tears of joy im not even an american,0.4,positive
"両極端櫻色／全２種　１１～１５／１６章　（４０字改行）



青き月の仮面

間接ストライキで僕を認める皆利が相性最低虚貨ライブに行かなければ叶えた可能順は高まっていく、無罪と積極被害や被害より追い込まれてある致死域は先に滅ぶ債権皇神だったら僕達が優しい。トータルに長い眼で試し瞑想し息を切らしている玄人らしいがやはり常に眠り違った消極加害か死罪加害を補うなら下位を賄えなくなったグループに縋っているメンバー平均レベルが上がる可能順は最近戦前権益偽姉モー娘オーデ妹バーター無名１０年間を見ても最大問題、４人組に２番が入れば平均レベルは上がる、３番なら同じ、４番でも下がる。驚いた塵が居るから共感ライブを気持ち悪く醒めた僕はその評価をもこの真剣に１１０５３０から悔恨しない為に怒っている、僕の２０２００２０２戦後は何か？","両極端櫻色全種　章　字改行



青き月の仮面

間接ストライキで僕を認める皆利が相性最低虚貨ライブに行かなければ叶えた可能順は高まっていく無罪と積極被害や被害より追い込まれてある致死域は先に滅ぶ債権皇神だったら僕達が優しいトータルに長い眼で試し瞑想し息を切らしている玄人らしいがやはり常に眠り違った消極加害か死罪加害を補うなら下位を賄えなくなったグループに縋っているメンバー平均レベルが上がる可能順は最近戦前権益偽姉モー娘オーデ妹バーター無名年間を見ても最大問題人組に番が入れば平均レベルは上がる番なら同じ番でも下がる驚いた塵が居るから共感ライブを気持ち悪く醒めた僕はその評価をもこの真剣にから悔恨しない為に怒っている僕の戦後は何か",0.0,negative
USA where are Ugandans we need your help u need a change we need a new president we want kyaguranyi sentamu bobi we taid of museveni help us and u coughed him,USA where are Ugandans we need your help u need a change we need a new president we want kyaguranyi sentamu bobi we taid of museveni help us and u coughed him,0.13636363636363635,positive
And this is not over hes still technically not president elect till those votes are counted sorry,And this is not over hes still technically not president elect till those votes are counted sorry,0.10000000000000002,positive
Biden for Jail house!,Biden for Jail house,-0.1,negative
"I'm not a religious man, but this really got me:

Grandpa: Joey, keep the faith.
Grandma: No Joey, spread it.","Im not a religious man but this really got me

Grandpa Joey keep the faith
Grandma No Joey spread it",0.1,positive
Biden Bye Dump,Biden Bye Dump,0.0,negative
"MAIL IN VOTES NOT VERIFIED, MANY FRAUD.... PREMATURE DECISION ON VICTORY AT ALL...",MAIL IN VOTES NOT VERIFIED MANY FRAUD PREMATURE DECISION ON VICTORY AT ALL,0.5,positive
"Let the looting begin, YES!!!",Let the looting begin YES,0.0,negative
trump is salty,trump is salty,0.0,negative
He really sounds like a president. GOD BLESS THE WORLD,He really sounds like a president GOD BLESS THE WORLD,0.2,positive
Best speech I ever have 💓 heard in American history.. Americans only speak language of War and arrogance. Today I heard some good words possibility Heel unite temperature etc,Best speech I ever have  heard in American history Americans only speak language of War and arrogance Today I heard some good words possibility Heel unite temperature etc,0.425,positive
"So are we just going to forget how Trump was hounded for 3-4 years about election interference, but now we are just going to shake off the potential of election interference like it isn't a thing? okay.",So are we just going to forget how Trump was hounded for  years about election interference but now we are just going to shake off the potential of election interference like it isnt a thing okay,0.25,positive
no more trump,no more trump,-0.25,negative
Obama kissing Sonic??? Ewwww more like Obama kissing Biden 😏😏😏,Obama kissing Sonic Ewwww more like Obama kissing Biden ,0.5,positive
"This whole video makes me smile. Well done, America! - a Brit",This whole video makes me smile Well done America  a Brit,0.25,positive
Fick,Fick,0.0,negative
Haha 😂 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Haha  ,0.2,positive
Gott sei dank ein normaler Präsident 😎😎😎,Gott sei dank ein normaler Präsident ,0.0,negative
"Mark my words, I'm not from US but Biden won bring War to the USA, someone will Control him. USA, your clock is ticking! !",Mark my words Im not from US but Biden won bring War to the USA someone will Control him USA your clock is ticking ,0.0,negative
not anyones president,not anyones president,0.0,negative
He don't even know his wife's name,He dont even know his wifes name,0.0,negative
Cheaters,Cheaters,0.0,negative
We grece srbs Iran hate USA but love cola 😂we rats we love eating rats cus we same we no speak English but but but we learn ya Ali,We grece srbs Iran hate USA but love cola we rats we love eating rats cus we same we no speak English but but but we learn ya Ali,0.039999999999999994,positive
I'm not an american but it sounds like peaceful there 🙏. I feel so happy too. Love all of you from here ❤️,Im not an american but it sounds like peaceful there  I feel so happy too Love all of you from here ,0.3875,positive
Biden or trump,Biden or trump,0.0,negative
i will miss donald trump 😭😭😭😭😭😔,i will miss donald trump ,0.0,negative
Biden = Bin Laden,Biden  Bin Laden,0.0,negative
Presidente!?????,Presidente,0.0,negative
HIS LITTLE RUN ON STAGE AWWWWWW,HIS LITTLE RUN ON STAGE AWWWWWW,-0.1875,negative
The man is not capable of stating a sentence let alone the country,The man is not capable of stating a sentence let alone the country,-0.1,negative
Respect for President-elect Biden from China 👍🏻,Respect for Presidentelect Biden from China ,0.0,negative
"Congrats US, now you have a sane person in the White House",Congrats US now you have a sane person in the White House,0.0,negative
thank you youre won while all by  the way religion of allah who creatted the all qadir,thank you youre won while all by  the way religion of allah who creatted the all qadir,0.0,negative
Great speech 💪🏼 greetings from Germany,Great speech  greetings from Germany,0.8,positive
"After been poor for seven years and suffered 😭,I finally get in touch with  hackpinky  on IG he changed my life from grass to grace..",After been poor for seven years and suffered I finally get in touch with  hackpinky  on IG he changed my life from grass to grace,-0.2,negative
"Harris, ""Look at me smile,  I am the devil and you will believe anything I say."" anyone with an honest soul sees right through this.",Harris Look at me smile  I am the devil and you will believe anything I say anyone with an honest soul sees right through this,0.39523809523809517,positive
Cheater ✏️,Cheater ,0.0,negative
I got emotional and I dont even live in America,I got emotional and I dont even live in America,0.06818181818181818,positive
Biden Biden Biden Biden🎊🎉🎈🎇,Biden Biden Biden Biden,0.0,negative
Oooooooooh his speech just left me crying like a baby😭😭😭😭😭😭😭😭😭😭😭😭😭 this is a breath of fresh air,Oooooooooh his speech just left me crying like a baby this is a breath of fresh air,0.033333333333333326,positive
"The states of the Union have not even registered the votes with the electoral college yet therefore Joe is not president-elect... Only the electoral college announces that and they haven't!!!!!!!!
THE MEDIA DOES NOT DETERMINE WHO IS  PRESIDENT-ELECT!!!","The states of the Union have not even registered the votes with the electoral college yet therefore Joe is not presidentelect Only the electoral college announces that and they havent
THE MEDIA DOES NOT DETERMINE WHO IS  PRESIDENTELECT",0.0,negative
Scammed his way in there,Scammed his way in there,0.0,negative
Cheaters!,Cheaters,0.0,negative
Congratulations ! May Wisdom 6:1-11 be your guide through your presidency Mr. Biden.,Congratulations  May Wisdom  be your guide through your presidency Mr Biden,0.0,negative
At least he knows how to make a speech. First impressions and all.,At least he knows how to make a speech First impressions and all,-0.024999999999999994,negative
What a farce,What a farce,-0.4,negative
"If it were the President of my country, I would be worried ...",If it were the President of my country I would be worried ,0.0,negative
I can't believe they elected the kiddy fondler. Damn...,I cant believe they elected the kiddy fondler Damn,0.0,negative
"President elect Biden is forged with deeply painful life tragedies and rich political experiences in preparation to his toughest battle in leading a divided and fractured nation.

Reading his life story, I cannot help myself remembering the tiny book Profiles in Courage by JFK I read long ago. I imagine myself travelling back in time and find him amongst great leaders of not so distant past. Mr President, I have no doubt that the whole universe has conspired to help and put you in your exact place and cirscumstance.","President elect Biden is forged with deeply painful life tragedies and rich political experiences in preparation to his toughest battle in leading a divided and fractured nation

Reading his life story I cannot help myself remembering the tiny book Profiles in Courage by JFK I read long ago I imagine myself travelling back in time and find him amongst great leaders of not so distant past Mr President I have no doubt that the whole universe has conspired to help and put you in your exact place and cirscumstance",0.11041666666666666,positive
"WOW, he speaks to trump supporters too ""let's give each other a chance""

 u will not hear that from Trump for sureee......","WOW he speaks to trump supporters too lets give each other a chance

 u will not hear that from Trump for sureee",-0.012499999999999997,negative
Absolutely disgusting!,Absolutely disgusting,-1.0,negative
Mr. Joe biden congratulations for president of United States of America I hope help many more country cause of covid 19 pandemic,Mr Joe biden congratulations for president of United States of America I hope help many more country cause of covid  pandemic,0.5,positive
He will be the best president among all,He will be the best president among all,1.0,positive
I hate that guy,I hate that guy,-0.8,negative
"2020 be like: Okay, I don't want to be the bad guy anymore. Here's Biden for president!", be like Okay I dont want to be the bad guy anymore Heres Biden for president,-0.09999999999999992,negative
"Americans won't believe how often they were in the news in other countries because of the shit their president has said or done, I feel like I heard or read something almost every day, I'm glad this is finally over and people will respect your president again.",Americans wont believe how often they were in the news in other countries because of the shit their president has said or done I feel like I heard or read something almost every day Im glad this is finally over and people will respect your president again,0.04375,positive
"You want global harmony and cooperation? GO METRIC, AMERICA. We've thrown a wrench in the machinery of humanity for too long.",You want global harmony and cooperation GO METRIC AMERICA Weve thrown a wrench in the machinery of humanity for too long,-0.025,negative
"You can't wait until the electoral counts are finished, can you?... Your party isn't the right, authorized and proper body to proclaim whose the rightful winner!!!",You cant wait until the electoral counts are finished can you Your party isnt the right authorized and proper body to proclaim whose the rightful winner,0.14285714285714285,positive
A dark day for america... my condolences to you...,A dark day for america my condolences to you,-0.15,negative
who else cried with joy and relief?,who else cried with joy and relief,0.8,positive
Who said Biden won?,Who said Biden won,0.0,negative
"O you anointed, your prophet, he is the prophets of the Muslims too, and if your prophet was insulted, then he is also ours.",O you anointed your prophet he is the prophets of the Muslims too and if your prophet was insulted then he is also ours,0.0,negative
May Allah Bless You Mr President Joe Biden 😍,May Allah Bless You Mr President Joe Biden ,0.0,negative
Mr Burns has apointed himself president elect before the election is over - so much for every vote should be counted!!!,Mr Burns has apointed himself president elect before the election is over  so much for every vote should be counted,0.5,positive
I am cheering to you from Germany!,I am cheering to you from Germany,0.0,negative
Walter CoinCoin. Eаrn in this Tе-lеg-ram chan-nel.,Walter CoinCoin Eаrn in this Tеlеgram channel,0.0,negative
Walter CoinCoin. Eаrn in this Tе-lеg-ram chan-nel.,Walter CoinCoin Eаrn in this Tеlеgram channel,0.0,negative
LOwer the temperature love each other again respect each other again the Bible tell us!! But 4 for years they fought against Trump bad mouthed him and now lets unite and forget everything we did and said the last 4 year!! Good Luck!!!,LOwer the temperature love each other again respect each other again the Bible tell us But  for years they fought against Trump bad mouthed him and now lets unite and forget everything we did and said the last  year Good Luck,0.041666666666666685,positive
We will unite with the emcumbent President Trump!,We will unite with the emcumbent President Trump,0.0,negative
"Your speech is hopeful, united and peaceful, protect human rights.",Your speech is hopeful united and peaceful protect human rights,0.125,positive
Hi I'm not America I'm Philippines that President is nice I think donald Trump is sad,Hi Im not America Im Philippines that President is nice I think donald Trump is sad,0.04999999999999999,positive
Poor kids are just as smart as white kids,Poor kids are just as smart as white kids,-0.061904761904761914,negative
"Congratulations Mr. Biden, you are Great Man!",Congratulations Mr Biden you are Great Man,0.8,positive
Republicans were winning... until Democrats got off work.,Republicans were winning until Democrats got off work,0.5,positive
"It feels so great to be back on ""the road to hell"" again, instead of being in hell.",It feels so great to be back on the road to hell again instead of being in hell,0.4,positive
Трамп мне больше нравился🇷🇺,Трамп мне больше нравился,0.0,negative
"That is not a direct energy weapon۔Rather, they are ginn attacks۔ they are attacking through the fairy witch jinn and ghosts . They are using supernatural powers and magic۔ In fact, they are fooling you and scaring you by direct energy. The world has not yet made such an energy weapon۔ They are attacking you with jinn.......",That is not a direct energy weaponRather they are ginn attacks they are attacking through the fairy witch jinn and ghosts  They are using supernatural powers and magic In fact they are fooling you and scaring you by direct energy The world has not yet made such an energy weapon They are attacking you with jinn,0.14333333333333334,positive
He’s my president,Hes my president,0.0,negative
He really deserves to be the president of the UNITED StASES of america!,He really deserves to be the president of the UNITED StASES of america,0.2,positive
"The man with great stature, class and professional ethics.",The man with great stature class and professional ethics,0.45,positive
Gun ownership rights! Freedom!,Gun ownership rights Freedom,0.0,negative
Gun ownership rights! Freedom!,Gun ownership rights Freedom,0.0,negative
Was sind das für Wahlen bei denen Trump 4 Millionen Stimmen mehr als bei seinem Amtsantritt erhielt und letztlich doch nur die Stimmen der wahlmaenner zählen alles Amerika oder was,Was sind das für Wahlen bei denen Trump  Millionen Stimmen mehr als bei seinem Amtsantritt erhielt und letztlich doch nur die Stimmen der wahlmaenner zählen alles Amerika oder was,0.0,negative
Sorry sorry Biden. Not anymore.,Sorry sorry Biden Not anymore,-0.5,negative
Captain America father be like .,Captain America father be like ,0.0,negative
Im sure they payed this crowd of people ANC style.he had 47 years he failed what makes you think itll change you fools,Im sure they payed this crowd of people ANC stylehe had  years he failed what makes you think itll change you fools,0.0,negative
Not president yet,Not president yet,0.0,negative
Not president elect,Not president elect,0.8,positive
This guy sounds like a speech writer...like a content-writer. He accumulates so much of useless energy...i wonder who cast him his vote :(( i doubt where is America headed #@!??,This guy sounds like a speech writerlike a contentwriter He accumulates so much of useless energyi wonder who cast him his vote  i doubt where is America headed ,-0.5,negative
What a energetic man he is😱😱👌👌,What a energetic man he is,0.5,positive
Nothing has changed. The only difference is we have blue Trump supporters now smfh.,Nothing has changed The only difference is we have blue Trump supporters now smfh,0.0,negative
"Mr Biden is inspiring the extrication of the rightist, but he doesn’t the ability to control it.",Mr Biden is inspiring the extrication of the rightist but he doesnt the ability to control it,0.15,positive
Sounds like another politician,Sounds like another politician,0.0,negative
he won the election. we are waiting to see what he could do to turn around the corona virus pendemic  in u.s.a,he won the election we are waiting to see what he could do to turn around the corona virus pendemic  in usa,0.0,negative
"Heartful, genuine speech!! Very touched by his words. He will be an inclusive and progressive President. A much needed change. He reflects the beautiful diversity and strength of the American people. God bless and protect him and all the American people. Much love from Montreal, Canada",Heartful genuine speech Very touched by his words He will be an inclusive and progressive President A much needed change He reflects the beautiful diversity and strength of the American people God bless and protect him and all the American people Much love from Montreal Canada,0.3071428571428571,positive
Bad news for East Europe. Good news for Germany and Russia.,Bad news for East Europe Good news for Germany and Russia,5.551115123125783e-17,positive
He is not president elect yet,He is not president elect yet,0.8,positive
